Year,Player,Pos,TRB,AST,PTS,PPG,RPG,APG,
2009,Juwan Howard,PF,4,2,2,1,1,1,
2009,Juwan Howard,SF,72,24,171,4,2,1,
2009,Larry Hughes,SF-SG,159,119,640,12,3,2,
2009,Larry Hughes,SF,94,59,361,12,3,2,
2009,Larry Hughes,SG,65,60,279,11,3,2,
2009,Kris Humphries,SF,70,10,114,4,2,0,
2009,Lindsey Hunter,PG,12,37,73,3,0,1,
2009,Othello Hunter,PF,24,1,22,1,2,0,
2009,Andre Iguodala,SF,471,434,1541,19,6,5,
2009,Zydrunas Ilgauskas,C,490,64,838,13,8,1,
2009,Didier Ilunga-Mbenga,C,31,9,61,3,1,0,
2009,Allen Iverson*,PG-SG,173,283,995,17,3,5,
2009,Allen Iverson*,SG,8,20,56,19,3,7,
2009,Allen Iverson*,PG,165,263,939,17,3,5,
2009,Royal Ivey,SG,76,43,211,3,1,1,
2009,Jarrett Jack,SG,276,338,1074,13,3,4,
2009,Bobby Jackson,PG,200,143,532,7,3,2,
2009,Darnell Jackson,PF,87,8,98,2,2,0,
2009,Stephen Jackson,SF,303,381,1223,21,5,6,
2009,Jerome James,C,3,0,6,3,2,0,
2009,LeBron James,SF,613,587,2304,28,8,7,
2009,Mike James,PG,133,201,531,9,2,3,
2009,Mike James,PG,7,8,20,3,1,1,
2009,Mike James,PG,126,193,511,10,2,4,
2009,Antawn Jamison,PF,721,153,1801,22,9,2,
2009,Marko Jaric,SG,65,74,136,3,1,1,
2009,Nathan Jawai,PF,2,0,2,0,0,0,
2009,Al Jefferson,C,548,79,1156,23,11,2,
2009,Dontell Jefferson,SG,12,9,29,5,2,2,
2009,Richard Jefferson,SF,374,199,1607,20,5,2,
2009,Jared Jeffries,SF,231,80,296,5,4,1,
2009,Yi Jianlian,PF,326,60,525,9,5,1,
2009,Amir Johnson,PF,232,20,217,4,4,0,
2009,Anthony Johnson,PG,147,200,421,5,2,3,
2009,Joe Johnson,SG,346,455,1688,21,4,6,
2009,Linton Johnson,PF,8,2,9,1,1,0,
2009,Linton Johnson,PF,0,0,0,0,0,0,
2009,Linton Johnson,PF,8,2,9,1,1,0,
2009,Trey Johnson,SG,1,0,4,1,0,0,
2009,Dahntay Jones,SG,168,78,429,5,2,1,
2009,Damon Jones,PG,6,7,33,2,0,0,
2009,Dwayne Jones,PF,12,0,12,2,2,0,
2009,Fred Jones,SF,126,188,378,7,2,4,
2009,James Jones,SF,62,20,169,4,2,1,
2009,Solomon Jones,C,142,15,188,3,2,0,
2009,DeAndre Jordan,C,237,11,228,4,4,0,
2009,Chris Kaman,C,247,46,373,12,8,1,
2009,Jason Kapono,SG,163,105,654,8,2,1,
2009,Jason Kidd,PG,500,702,731,9,6,9,
2009,Tarence Kinsey,SG,38,10,102,2,1,0,
2009,Andrei Kirilenko,PF,319,175,776,12,5,3,
2009,Linas Kleiza,SF,327,64,813,10,4,1,
2009,Brevin Knight,PG,88,190,180,2,1,3,
2009,Kyle Korver,SF,258,137,705,9,3,2,
2009,Kosta Koufos,C,138,20,224,5,3,0,
2009,Nenad Krstic,C,253,29,445,10,6,1,
2009,Rob Kurz,SF,81,20,157,4,2,1,
2009,Carl Landry,PF,343,39,638,9,5,1,
2009,Acie Law,PG,58,86,162,3,1,2,
2009,Courtney Lee,SG,178,91,646,8,2,1,
2009,David Lee,C,951,174,1293,16,12,2,
2009,Rashard Lewis,PF,453,205,1401,18,6,3,
2009,Shaun Livingston,PG,28,20,71,6,2,2,
2009,Shaun Livingston,PG,2,4,9,2,1,1,
2009,Shaun Livingston,PG,26,16,62,8,3,2,
2009,Brook Lopez,C,665,86,1068,13,8,1,
2009,Robin Lopez,C,118,8,189,3,2,0,
2009,Kevin Love,C,734,84,899,11,9,1,
2009,Kyle Lowry,PG,189,275,584,8,2,4,
2009,Kyle Lowry,PG,111,178,370,8,2,4,
2009,Kyle Lowry,PG,78,97,214,8,3,3,
2009,Tyronn Lue,PG,46,60,183,4,1,1,
2009,Tyronn Lue,PG,35,46,141,5,1,2,
2009,Tyronn Lue,PG,11,14,42,3,1,1,
2009,Mark Madsen,C,18,4,6,0,1,0,
2009,Corey Maggette,PF,282,92,950,19,6,2,
2009,Jamaal Magloire,C,222,22,159,3,4,0,
2009,Stephon Marbury,PG,28,75,88,4,1,3,
2009,Shawn Marion,SF,589,139,891,13,9,2,
2009,Shawn Marion,SF,365,77,505,12,9,2,
2009,Shawn Marion,SF,224,62,386,14,8,2,
2009,Sean Marks,C,187,14,192,3,3,0,
2009,Donyell Marshall,PF,40,15,94,4,2,1,
2009,Cartier Martin,SF,33,13,86,3,1,0,
2009,Kenyon Martin,PF,395,132,769,12,6,2,
2009,Kevin Martin,SG,183,138,1254,25,4,3,
2009,Desmond Mason,SG,157,46,294,8,4,1,
2009,Roger Mason,SG,251,173,969,12,3,2,
2009,Jason Maxiell,C,324,24,452,6,4,0,
2009,Sean May,PF,69,10,93,4,3,0,
2009,O.J. Mayo,SG,308,262,1516,18,4,3,
2009,Luc Mbah,PF,487,87,594,7,6,1,
2009,Rashad McCants,SG,110,68,554,10,2,1,
2009,Rashad McCants,SG,63,32,308,9,2,1,
2009,Rashad McCants,SG,47,36,246,10,2,2,
2009,Antonio McDyess,PF,607,83,596,10,10,1,
2009,JaVale McGee,C,294,23,489,7,4,0,
2009,Tracy McGrady,SG,154,175,545,16,4,5,
2009,Dominic McGuire,SF,428,198,356,5,5,3,
2009,Josh McRoberts,PF,74,16,80,2,2,0,
2009,Pops Mensah-Bonsu,PF,113,6,111,5,5,0,
2009,Pops Mensah-Bonsu,PF,10,0,15,5,3,0,
2009,Pops Mensah-Bonsu,PF,103,6,96,5,5,0,
2009,Chris Mihm,C,34,10,36,2,2,1,
2009,C.J. Miles,SG,167,107,657,9,2,1,
2009,Darius Miles,SF,57,17,120,4,2,1,
2009,Darko Milicic,C,264,34,333,5,4,1,
2009,Andre Miller,PG,368,534,1337,16,4,7,
2009,Brad Miller,C,545,234,831,12,8,3,
2009,Brad Miller,C,344,148,513,12,8,3,
2009,Brad Miller,C,201,86,318,12,7,3,
2009,Mike Miller,SF,483,326,722,10,7,4,
2009,Paul Millsap,PF,654,138,1028,14,9,2,
2009,Yao Ming*,C,761,137,1514,20,10,2,
2009,Cuttino Mobley,SG,29,12,151,14,3,1,
2009,Nazr Mohammed,C,79,8,104,3,2,0,
2009,Jamario Moon,SF,365,95,577,7,5,1,
2009,Jamario Moon,SF,249,70,393,7,5,1,
2009,Jamario Moon,SF,116,25,184,7,4,1,
2009,Mikki Moore,PF-C,258,53,276,4,4,1,
2009,Mikki Moore,PF,152,28,160,3,3,1,
2009,Mikki Moore,C,106,25,116,5,4,1,
2009,Randolph Morris,C,20,2,18,1,1,0,
2009,Adam Morrison,SF,80,41,209,4,2,1,
2009,Adam Morrison,SF,72,38,199,5,2,1,
2009,Adam Morrison,SF,8,3,10,1,1,0,
2009,Anthony Morrow,SG,199,80,676,10,3,1,
2009,Troy Murphy,PF,861,172,1041,14,12,2,
2009,Ronald Murray,SG,168,158,974,12,2,2,
2009,Dikembe Mutombo*,C,33,0,16,2,4,0,
2009,Eduardo Najera,PF,67,19,79,3,2,1,
2009,Steve Nash,PG,223,717,1160,16,3,10,
2009,DeMarcus Nelson,PG,24,13,53,4,2,1,
2009,Jameer Nelson,PG,145,226,702,17,3,5,
2009,Rasho Nesterovic,C,240,109,473,7,3,2,
2009,Demetris Nichols,SF,2,1,7,2,1,0,
2009,Demetris Nichols,SF,0,1,2,1,0,1,
2009,Demetris Nichols,SF,2,0,5,3,1,0,
2009,Joakim Noah,C,606,106,537,7,8,1,
2009,Andres Nocioni,PF-SF,361,102,867,11,5,1,
2009,Andres Nocioni,PF,222,60,551,10,4,1,
2009,Andres Nocioni,SF,139,42,316,14,6,2,
2009,Steve Novak,PF,125,40,492,7,2,1,
2009,Dirk Nowitzki,PF,681,197,2094,26,8,2,
2009,Patrick O'Bryant,C,66,11,101,3,2,0,
2009,Patrick O'Bryant,C,34,8,40,2,1,0,
2009,Patrick O'Bryant,C,32,3,61,5,2,0,
2009,Jermaine O'Neal,C,433,122,905,13,6,2,
2009,Jermaine O'Neal,C,288,67,555,14,7,2,
2009,Jermaine O'Neal,C,145,55,350,13,5,2,
2009,Shaquille O'Neal*,C,633,126,1333,18,8,2,
2009,Fabricio Oberto,C,142,59,142,3,3,1,
2009,Greg Oden,C,424,31,540,9,7,1,
2009,Lamar Odom,PF,637,204,885,11,8,3,
2009,Emeka Okafor,C,827,53,1085,13,10,1,
2009,Mehmet Okur,C,557,120,1225,17,8,2,
2009,Kevin Ollie,PG,75,117,202,4,2,2,
2009,Travis Outlaw,SF,331,83,1034,13,4,1,
2009,Zaza Pachulia,C,436,57,481,6,6,1,
2009,Anthony Parker,SG,317,269,857,11,4,3,
2009,Tony Parker,PG,223,496,1581,22,3,7,
2009,Chris Paul,PG,432,861,1781,23,6,11,
2009,Sasha Pavlovic,SF,127,72,305,5,2,1,
2009,Oleksiy Pecherov,C,76,2,116,4,2,0,
2009,Kendrick Perkins,C,619,96,648,9,8,1,
2009,Morris Peterson,SG,84,16,191,4,2,0,
2009,Johan Petro,C,158,16,162,3,3,0,
2009,Johan Petro,C,95,6,102,5,4,0,
2009,Johan Petro,C,63,10,60,2,2,0,
2009,Paul Pierce,SF,457,294,1658,20,6,4,
2009,Mickael Pietrus,SG,176,65,510,9,3,1,
2009,James Posey,SG,362,82,668,9,5,1,
2009,Leon Powe,PF,345,46,538,8,5,1,
2009,Josh Powell,PF,176,27,250,4,3,0,
2009,Ronnie Price,PG,69,108,207,4,1,2,
2009,Tayshaun Prince,SF,476,253,1163,14,6,3,
2009,Gabe Pruitt,SG,43,39,93,2,1,1,
2009,Joel Przybilla,C,717,27,448,5,9,0,
2009,Chris Quinn,PG,75,132,339,5,1,2,
2009,Vladimir Radmanovic,SF,222,81,540,7,3,1,
2009,Vladimir Radmanovic,SF,117,38,273,6,3,1,
2009,Vladimir Radmanovic,SF,105,43,267,8,3,1,
2009,Anthony Randolph,PF,363,49,499,8,6,1,
2009,Shavlik Randolph,PF,18,0,18,2,2,0,
2009,Zach Randolph,PF-C,504,103,1041,21,10,2,
2009,Zach Randolph,C,137,15,226,21,12,1,
2009,Zach Randolph,PF,367,88,815,21,9,2,
2009,Theo Ratliff,C,128,9,89,2,3,0,
2009,Michael Redd,SG,107,88,699,21,3,3,
2009,J.J. Redick,SG,109,73,382,6,2,1,
2009,Jason Richardson,SG,319,146,1212,17,4,2,
2009,Jason Richardson,SG,58,36,262,19,4,3,
2009,Jason Richardson,SG,261,110,950,16,5,2,
2009,Jeremy Richardson,SF,14,3,37,3,1,0,
2009,Quentin Richardson,SG,319,117,733,10,4,2,
2009,Luke Ridnour,PG,218,365,688,10,3,5,
2009,Anthony Roberson,PG,22,20,119,4,1,1,
2009,Anthony Roberson,PG,15,19,107,5,1,1,
2009,Anthony Roberson,PG,7,1,12,2,1,0,
2009,Nate Robinson,PG,290,301,1272,17,4,4,
2009,Sergio Rodriguez,PG,130,286,356,4,2,4,
2009,Rajon Rondo,PG,416,659,953,12,5,8,
2009,Derrick Rose,PG,317,512,1361,17,4,6,
2009,Malik Rose,SF-PF,96,36,130,3,3,1,
2009,Malik Rose,PF,31,10,30,2,2,1,
2009,Malik Rose,SF,65,26,100,5,3,1,
2009,Quinton Ross,SF,126,47,265,4,2,1,
2009,Brandon Roy,SG,370,400,1765,23,5,5,
2009,Michael Ruffin,PF,11,0,6,1,1,0,
2009,Brandon Rush,SG,233,66,610,8,3,1,
2009,Kareem Rush,SG,15,15,54,2,1,1,
2009,John Salmons,SF,333,249,1446,18,4,3,
2009,John Salmons,SF,221,196,970,18,4,4,
2009,John Salmons,SF,112,53,476,18,4,2,
2009,Cheikh Samb,C,24,1,15,1,1,0,
2009,Cheikh Samb,C,9,1,4,1,2,0,
2009,Cheikh Samb,C,13,0,11,1,1,0,
2009,Cheikh Samb,C,2,0,0,0,1,0,
2009,Brian Scalabrine,C,50,18,136,3,1,0,
2009,Luis Scola,PF,720,123,1044,13,9,2,
2009,Thabo Sefolosha,SF-SG,242,111,389,6,4,2,
2009,Thabo Sefolosha,SF,123,65,194,5,3,2,
2009,Thabo Sefolosha,SG,119,46,195,8,5,2,
2009,Mouhamed Sene,C,14,0,20,3,2,0,
2009,Mouhamed Sene,C,9,0,17,3,2,0,
2009,Mouhamed Sene,C,5,0,3,3,5,0,
2009,Ramon Sessions,PG,269,452,977,12,3,6,
2009,Walter Sharpe,PF,3,0,8,1,0,0,
2009,Bobby Simmons,SF,277,92,556,8,4,1,
2009,Cedric Simmons,PF,16,2,29,2,1,0,
2009,Cedric Simmons,PF,12,2,28,3,1,0,
2009,Cedric Simmons,PF,4,0,1,0,1,0,
2009,Courtney Sims,C,4,0,6,3,2,0,
2009,Courtney Sims,C,0,0,0,0,0,0,
2009,Courtney Sims,C,4,0,6,6,4,0,
2009,Sean Singletary,PG,35,29,90,2,1,1,
2009,Sean Singletary,PG,16,12,34,3,1,1,
2009,Sean Singletary,PG,19,17,56,2,1,1,
2009,James Singleton,PF,250,17,314,5,4,0,
2009,Brian Skinner,PF,203,27,214,4,4,1,
2009,Craig Smith,PF,284,79,746,10,4,1,
2009,J.R. Smith,SG,297,227,1233,15,4,3,
2009,Joe Smith,C,263,41,374,7,5,1,
2009,Joe Smith,C,163,25,238,7,5,1,
2009,Joe Smith,C,100,16,136,6,5,1,
2009,Josh Smith,PF,498,169,1073,16,7,2,
2009,Will Solomon,PG,64,133,263,5,1,3,
2009,Will Solomon,PG,43,123,193,5,1,3,
2009,Will Solomon,PG,21,10,70,5,2,1,
2009,Darius Songaila,C,227,94,566,7,3,1,
2009,Marreese Speights,C,293,30,608,8,4,0,
2009,Jerry Stackhouse,SG,17,12,42,4,2,1,
2009,DeShawn Stevenson,SG,76,98,211,7,2,3,
2009,Peja Stojakovic,SF,264,75,812,13,4,1,
2009,Amar'e Stoudemire,PF,430,104,1134,21,8,2,
2009,Rodney Stuckey,PG,275,387,1058,13,3,5,
2009,Robert Swift,C,89,9,86,3,3,0,
2009,Stromile Swift,PF,46,3,62,3,2,0,
2009,Stromile Swift,PF,13,1,23,4,2,0,
2009,Stromile Swift,PF,33,2,39,3,3,0,
2009,Wally Szczerbiak,SF,232,82,517,7,3,1,
2009,Mike Taylor,PG,87,106,289,6,2,2,
2009,Sebastian Telfair,PG,127,343,738,10,2,5,
2009,Jason Terry,SG,177,251,1447,20,2,3,
2009,Etan Thomas,C,66,6,80,3,3,0,
2009,Kenny Thomas,PF,15,1,6,1,2,0,
2009,Kurt Thomas,PF,405,66,343,4,5,1,
2009,Tim Thomas,PF,201,68,545,9,3,1,
2009,Tim Thomas,PF,46,10,95,10,5,1,
2009,Tim Thomas,PF,113,46,345,10,3,1,
2009,Tim Thomas,PF,42,12,105,6,2,1,
2009,Tyrus Thomas,PF,508,77,857,11,6,1,
2009,Jason Thompson,PF,606,93,910,11,7,1,
2009,Al Thornton,SF,368,103,1194,17,5,1,
2009,Anthony Tolliver,PF,41,17,52,3,2,1,
2009,Alando Tucker,SG,31,12,138,5,1,0,
2009,Ronny Turiaf,C,360,166,470,6,5,2,
2009,Hedo Turkoglu,SF,410,375,1294,17,5,5,
2009,Ime Udoka,SF,187,54,289,4,3,1,
2009,Beno Udrih,PG,220,342,800,11,3,5,
2009,Roko Ukic,PG,75,153,301,4,1,2,
2009,Anderson Varejao,PF,581,81,694,9,7,1,
2009,Jacque Vaughn,PG,22,55,65,2,1,2,
2009,Charlie Villanueva,PF,520,137,1264,16,7,2,
2009,Jake Voskuhl,C,59,8,35,1,2,0,
2009,Sasha Vujacic,SG,135,113,461,6,2,1,
2009,Dwyane Wade,SG,398,589,2386,30,5,7,
2009,Von Wafer,SG,113,71,610,10,2,1,
2009,Henry Walker,SF,29,13,88,3,1,0,
2009,Ben Wallace,PF,362,44,165,3,6,1,
2009,Gerald Wallace,SF,553,189,1182,17,8,3,
2009,Rasheed Wallace,C,490,91,795,12,7,1,
2009,Luke Walton,SF,180,177,326,5,3,3,
2009,Hakim Warrick,PF,406,66,951,12,5,1,
2009,C.J. Watson,PG,192,206,730,9,2,3,
2009,Earl Watson,PG,183,391,448,7,3,6,
2009,Kyle Weaver,SG,130,101,299,5,2,2,
2009,Martell Webster,SF,0,0,0,0,0,0,
2009,Sonny Weems,SG,4,3,19,2,0,0,
2009,David West,PF,646,173,1593,21,9,2,
2009,Delonte West,SG,203,226,751,12,3,4,
2009,Mario West,SG,56,19,43,1,1,0,
2009,Russell Westbrook,PG,399,435,1256,15,5,5,
2009,D.J. White,PF,32,6,62,9,5,1,
2009,James White,SF,0,1,7,2,0,0,
2009,Chris Wilcox,C,277,47,447,7,4,1,
2009,Chris Wilcox,C,195,33,312,8,5,1,
2009,Chris Wilcox,C,82,14,135,5,3,1,
2009,Damien Wilkins,SG,70,37,218,5,2,1,
2009,Deron Williams,PG,195,725,1322,19,3,11,
2009,Jawad Williams,SF,2,0,12,1,0,0,
2009,Lou Williams,SG,165,242,1039,13,2,3,
2009,Marcus Williams,PG,4,13,12,1,0,1,
2009,Marcus Williams,PF,0,0,4,2,0,0,
2009,Marvin Williams,SF,382,81,845,14,6,1,
2009,Mo Williams,PG,279,329,1443,18,3,4,
2009,Sean Williams,PF,79,13,80,2,2,0,
2009,Shawne Williams,SF,46,2,42,3,3,0,
2009,Shelden Williams,PF,153,12,186,4,3,0,
2009,Shelden Williams,PF,78,8,112,4,3,0,
2009,Shelden Williams,PF,75,4,74,5,5,0,
2009,Metta World,SF,359,229,1181,17,5,3,
2009,Antoine Wright,SF,136,77,474,7,2,1,
2009,Brandan Wright,PF,157,21,323,8,4,1,
2009,Dorell Wright,SF,20,2,18,3,3,0,
2009,Julian Wright,SF,152,43,237,4,3,1,
2009,Lorenzen Wright,C,25,3,23,1,1,0,
2009,Nick Young,SG,150,95,892,11,2,1,
2009,Thaddeus Young,PF,377,86,1145,15,5,1,
2009,Sun Yue,SG,0,2,6,1,0,0,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
2010,Arron Afflalo,SG,252,138,724,9,3,2,
2010,Alexis Ajinca,C,4,0,10,2,1,0,
2010,LaMarcus Aldridge,PF,627,160,1393,18,8,2,
2010,Joe Alexander,SF,5,2,4,1,1,0,
2010,Malik Allen,PF,82,16,105,2,2,0,
2010,Ray Allen,SG,253,210,1304,16,3,3,
2010,Tony Allen,SG,145,72,330,6,3,1,
2010,Rafer Alston,PG,129,176,427,8,2,3,
2010,Rafer Alston,PG,75,104,262,10,3,4,
2010,Rafer Alston,PG,54,72,165,7,2,3,
2010,Lou Amundson,PF,346,31,371,5,4,0,
2010,Chris Andersen,PF,483,33,448,6,6,0,
2010,David Andersen,C,208,44,367,6,3,1,
2010,Antonio Anderson,SF,1,0,2,2,1,0,
2010,Ryan Anderson,PF,202,37,487,8,3,1,
2010,Carmelo Anthony,SF,454,222,1943,28,7,3,
2010,Joel Anthony,C,249,12,218,3,3,0,
2010,Gilbert Arenas,PG,133,230,722,23,4,7,
2010,Trevor Ariza,SF,403,276,1072,15,6,4,
2010,Hilton Armstrong,PF-C,81,21,71,2,2,1,
2010,Hilton Armstrong,PF,61,16,51,3,3,1,
2010,Hilton Armstrong,C,14,2,10,2,2,0,
2010,Hilton Armstrong,C,6,3,10,1,1,0,
2010,Carlos Arroyo,PG,130,225,439,6,2,3,
2010,Darrell Arthur,PF,110,15,143,4,3,0,
2010,Chucky Atkins,PG,29,91,161,4,1,2,
2010,D.J. Augustin,PG,97,193,508,6,1,2,
2010,Jeff Ayres,C,98,1,104,3,3,0,
2010,Kelenna Azubuike,SF,41,10,125,14,5,1,
2010,Renaldo Balkman,SF,23,7,14,1,2,1,
2010,Marcus Banks,PG,23,26,109,5,1,1,
2010,Leandro Barbosa,PG,69,64,418,10,2,1,
2010,J.J. Barea,PG,146,258,596,8,2,3,
2010,Andrea Bargnani,PF,493,93,1376,17,6,1,
2010,Matt Barnes,SF,445,134,716,9,5,2,
2010,Earl Barron,C,77,8,82,12,11,1,
2010,Brandon Bass,PF,127,19,290,6,3,0,
2010,Tony Battie,C,23,3,36,2,2,0,
2010,Shane Battier,SG,312,164,534,8,5,2,
2010,Nicolas Batum,SF,141,44,375,10,4,1,
2010,Jerryd Bayless,SG,120,172,630,9,2,2,
2010,Michael Beasley,PF,498,100,1156,15,6,1,
2010,Rodrigue Beaubois,PG,78,74,397,7,1,1,
2010,Marco Belinelli,SG,95,89,469,7,1,1,
2010,Charlie Bell,SG,132,104,459,6,2,1,
2010,Raja Bell,SG,23,13,71,12,4,2,
2010,Raja Bell,SG,21,10,60,12,4,2,
2010,Raja Bell,SG,2,3,11,11,2,3,
2010,Jonathan Bender,SF,52,16,118,5,2,1,
2010,Mike Bibby,PG,184,310,730,9,2,4,
2010,Andris Biedrins,C,259,57,166,5,8,2,
2010,Chauncey Billups,PG,228,409,1427,20,3,6,
2010,DeJuan Blair,PF,526,65,638,8,6,1,
2010,Steve Blake,PG,187,380,586,7,2,5,
2010,Steve Blake,PG,118,203,388,8,2,4,
2010,Steve Blake,PG,69,177,198,7,2,6,
2010,Andray Blatche,PF,509,170,1143,14,6,2,
2010,Keith Bogans,SF,176,95,347,4,2,1,
2010,Andrew Bogut,C,701,127,1095,16,10,2,
2010,Matt Bonner,PF,214,68,457,7,3,1,
2010,Josh Boone,PF,315,29,253,4,5,0,
2010,Carlos Boozer,PF,874,247,1519,19,11,3,
2010,Chris Bosh,C,759,166,1678,24,11,2,
2010,Ryan Bowen,SF,2,0,4,4,2,0,
2010,Earl Boykins,PG,75,171,440,7,1,3,
2010,Elton Brand,PF,461,109,996,13,6,1,
2010,Corey Brewer,SG,279,193,1066,13,3,2,
2010,Ronnie Brewer,SG,187,154,511,9,3,3,
2010,Ronnie Brewer,SG,180,151,501,9,3,3,
2010,Ronnie Brewer,SG,7,3,10,2,1,1,
2010,Primoz Brezec,C,25,1,19,1,1,0,
2010,Primoz Brezec,C,12,0,5,1,2,0,
2010,Primoz Brezec,C,13,1,14,1,1,0,
2010,Jon Brockman,PF,213,22,147,3,4,0,
2010,Aaron Brooks,PG,215,434,1604,20,3,5,
2010,Bobby Brown,PG,38,88,215,5,1,2,
2010,Bobby Brown,PG,18,46,145,7,1,2,
2010,Bobby Brown,PG,20,42,70,3,1,2,
2010,Derrick Brown,SF,78,19,186,3,1,0,
2010,Devin Brown,SG,124,65,399,8,2,1,
2010,Devin Brown,SG,109,58,379,10,3,1,
2010,Devin Brown,SG,15,7,20,2,1,1,
2010,Kwame Brown,C,177,22,157,3,4,0,
2010,Shannon Brown,SG,183,108,667,8,2,1,
2010,Kobe Bryant,SG,391,365,1970,27,5,5,
2010,Chase Budinger,SF,220,88,657,9,3,1,
2010,Caron Butler,SF-SG,461,156,1206,16,6,2,
2010,Caron Butler,SF,316,107,796,17,7,2,
2010,Caron Butler,SG,145,49,410,15,5,2,
2010,Rasual Butler,SF,240,116,979,12,3,1,
2010,Andrew Bynum,C,541,68,977,15,8,1,
2010,Will Bynum,PG,142,283,628,10,2,4,
2010,Jose Calderon,PG,142,404,699,10,2,6,
2010,Marcus Camby,PF-C,871,186,556,8,12,3,
2010,Marcus Camby,PF,616,151,394,8,12,3,
2010,Marcus Camby,C,255,35,162,7,11,2,
2010,Brian Cardinal,PF,29,24,48,2,1,1,
2010,Rodney Carney,SG,137,37,319,5,2,1,
2010,DeMarre Carroll,SF,150,33,209,3,2,0,
2010,Matt Carroll,SG,12,6,46,2,0,0,
2010,Anthony Carter,PG,89,160,180,3,2,3,
2010,Vince Carter,SG,293,236,1244,17,4,3,
2010,Omri Casspi,SF,349,95,792,10,5,1,
2010,Mario Chalmers,PG,135,246,521,7,2,3,
2010,Tyson Chandler,C,320,16,333,7,6,0,
2010,Wilson Chandler,SG,348,138,993,15,5,2,
2010,Earl Clark,PF,62,21,140,3,1,0,
2010,Jarron Collins,C,62,6,34,1,2,0,
2010,Jason Collins,C,14,4,16,1,1,0,
2010,Mardy Collins,SG,50,44,111,3,1,1,
2010,Darren Collison,PG,192,432,946,12,3,6,
2010,Nick Collison,C,384,38,439,6,5,1,
2010,Mike Conley,PG,191,425,959,12,2,5,
2010,Will Conroy,PG,3,7,6,1,1,1,
2010,Brian Cook,PF,9,1,21,1,1,0,
2010,Daequan Cook,SG,82,43,223,5,2,1,
2010,Jamal Crawford,SG,201,238,1425,18,3,3,
2010,Dante Cunningham,PF,160,14,243,4,3,0,
2010,Eddy Curry,C,13,0,26,4,2,0,
2010,JamesOn Curry,PG,0,0,0,0,0,0,
2010,Stephen Curry,PG,356,472,1399,17,4,6,
2010,Samuel Dalembert,C,784,64,667,8,10,1,
2010,Erick Dampier,C,400,31,328,6,7,1,
2010,Marquis Daniels,SF,95,66,288,6,2,1,
2010,Baron Davis,PG,266,598,1145,15,4,8,
2010,Glen Davis,PF,205,35,340,6,4,1,
2010,Paul Davis,PF,0,3,5,3,0,2,
2010,Ricky Davis,SF,57,39,158,4,2,1,
2010,Austin Daye,SF,174,34,349,5,3,0,
2010,Carlos Delfino,SF,394,202,825,11,5,3,
2010,Luol Deng,SF,512,143,1230,18,7,2,
2010,DeMar DeRozan,SG,223,53,662,9,3,1,
2010,Boris Diaw,PF,424,325,925,11,5,4,
2010,Yakhouba Diawara,SG,4,3,5,1,1,1,
2010,Travis Diener,PG,3,8,6,1,0,1,
2010,Travis Diener,PG,2,4,3,1,1,1,
2010,Travis Diener,PG,1,4,3,1,0,1,
2010,DeSagana Diop,C,65,5,32,1,2,0,
2010,Keyon Dooling,PG,54,135,364,7,1,3,
2010,Joey Dorsey,PF,43,2,23,2,3,0,
2010,Joey Dorsey,PF,25,2,11,2,4,0,
2010,Joey Dorsey,PF,18,0,12,2,2,0,
2010,Toney Douglas,PG,108,112,481,9,2,2,
2010,Chris Douglas-Roberts,SF,198,93,657,10,3,1,
2010,Goran Dragic,PG,171,241,635,8,2,3,
2010,Jared Dudley,SF,281,115,674,8,3,1,
2010,Chris Duhon,PG,178,378,494,7,3,6,
2010,Tim Duncan,C,788,246,1395,18,10,3,
2010,Mike Dunleavy,SF,236,103,666,10,4,2,
2010,Kevin Durant,SF,623,231,2472,30,8,3,
2010,Wayne Ellington,SG,159,74,505,7,2,1,
2010,Monta Ellis,SG,257,340,1631,25,4,5,
2010,Francisco Elson,C,14,2,12,1,1,0,
2010,Francisco Elson,C,13,2,10,1,1,0,
2010,Francisco Elson,C,1,0,2,2,1,0,
2010,Maurice Evans,SF,154,48,453,6,2,1,
2010,Reggie Evans,PF,105,8,95,3,4,0,
2010,Tyreke Evans,SG,380,414,1450,20,5,6,
2010,Jordan Farmar,PG,131,127,591,7,2,2,
2010,Raymond Felton,PG,288,446,968,12,4,6,
2010,Rudy Fernandez,SG,164,127,503,8,3,2,
2010,Kyrylo Fesenko,C,90,15,128,3,2,0,
2010,Michael Finley,SF,71,43,202,4,2,1,
2010,Michael Finley,SF,38,19,93,4,2,1,
2010,Michael Finley,SF,33,24,109,5,2,1,
2010,Derek Fisher,PG,170,201,615,8,2,2,
2010,Jonny Flynn,PG,191,356,1094,14,2,4,
2010,T.J. Ford,PG,149,180,484,10,3,4,
2010,Jeff Foster,C,81,21,49,3,5,1,
2010,Randy Foye,PG,130,228,704,10,2,3,
2010,Channing Frye,C,427,113,904,11,5,1,
2010,Dan Gadzuric,C,92,12,88,3,3,0,
2010,Sundiata Gaines,PG,29,39,106,3,1,1,
2010,Danilo Gallinari,SF,398,135,1221,15,5,2,
2010,Francisco Garcia,SG,66,45,202,8,3,2,
2010,Kevin Garnett,PF,506,185,990,14,7,3,
2010,Marc Gasol,C,640,165,1008,15,9,2,
2010,Pau Gasol,C,734,218,1190,18,11,3,
